feedback_id,sentence,word_count
FB_03727,chấm thi kém .,4
FB_03728,"thật vô lý khi dùng màn chiếu để dạy toán 100% , cách này khiến sinh viên không thể nào theo kịp những điều giảng viên nói và cũng không có cơ hội lên bảng giải bài tập .",39
FB_03729,thầy truyền đạt nhiều kinh nghiệm quý giá .,9
FB_03730,cảm ơn thầy .,4
FB_03731,cần nhiều hoạt động ngoại khóa .,7
FB_03732,"nên tăng cường dạy từ vựng , bị hỏng kiến thức về từ vựng .",15
FB_03733,"giảng dạy kỹ , hỗ trợ sinh viên .",9
FB_03734,"thầy chỉ giảng những kiến thức có trong slide bài giảng , trong khi nội dung môn học có bài tập nhưng sinh viên không được hướng dẫn kỹ về cách làm bài .",34
FB_03735,giảng viên có tầm hiểu biết sâu rộng .,9
FB_03736,em chưa có gặp giáo viên lần nào nữa ạ ?,11
FB_03737,"giảng rất dễ hiểu , nhiệt tình với sinh viên .",11
FB_03738,"thầy luôn yêu cầu ý tưởng sinh viên phải thực tế , có thể thực hiện được trong tương lai , nếu sinh viên làm được thì sinh viên đã không phải đi học thầy yêu cầu đề án phải đủ lớn , phải mang tầm vóc quốc tế nhưng nó phải khả thi .",55
FB_03739,đảm bảo tốt .,4
FB_03740,"giảng viên dạy dễ tiếp thu , slide trình bày được , giảng viên vui tính , dạy nhiệt tình , tận tình trong công việc .",27
FB_03741,"thầy dạy hay , hướng dẫn tận tình .",9
FB_03742,file thực hành cần có một số gợi ý cho sinh viên biết hướng và định hướng giải .,19
FB_03743,cô dạy nhiệt tình và không bị áp lực trong khi học .,13
FB_03744,thầy dạy rất vui .,5
FB_03745,"thầy giảng chú trọng nhiều vào slide , ít tương tác với sinh viên , khả năng truyền đạt kiến thức cho sinh viên không được tốt .",28
FB_03746,bài tập khó và thường không song song với lý thuyết .,12
FB_03747,thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .,16
FB_03748,thầy cho nghỉ nhiều chắc vì cuối kỳ thầy đi học .,12
FB_03749,cô có cách dạy hay dễ hiểu tận tình .,10
FB_03750,"phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe .",25
FB_03751,truyền đạt rất nhiều kiến thức thực tế bổ ích .,11
FB_03752,"thầy wzjwz222 vui vẻ , giảng không buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu .",20
FB_03753,giảng viên không dành tìm hiểu trước nội dung giảng dạy trước khi lên lớp .,16
FB_03754,em nghĩ là chỉ cần đồ án cuối kỳ là đủ rồi .,13
FB_03755,"thầy cho nghỉ quá nhiểu mà không sắp xếp giáo viên dạy thay , vì vậy dẫn tới việc học bù liên tiếp vào những ngày cuối , khi mà chúng em phải ôn tập những kiến thức khác , vẫn có một số buổi thông báo học bù nhưng sau đó lại thông báo nghỉ đột đột , dẫn tới bị ùn kiến thức , không ai ăn được một vạ gạo một ngày cả tên môn học là "" nhập môn công nghệ phần mềm "" nhưng kiến thức và cách đánh giá năng lực học sinh quá nặng nề , nếu là sinh viên các khoa như phần mềm , hệ thống thì có thể hiểu được , nhưng với những sinh viên khoa khoa học máy tính như chúng em vì đây là môn học bắt buộc thì thật là quá sức và những kiến thức thầy nói quá lạc lõng , mơ hồ .",159
FB_03756,"cách truyền đạt , sự tận tâm .",8
FB_03757,thầy luôn làm cho không khí học thoải mái .,10
FB_03758,dạy tốt chu đáo .,5
FB_03759,đồng thời bài tập và tài liệu thầy thực sự được cung cấp rất nhiều .,16
FB_03760,rất vui và nhiệt tình .,6
FB_03761,giảng bài kỹ và dễ hiểu .,7
FB_03762,giảng viên thiếu kinh nghiệm truyền đạt trầm trọng .,10
FB_03763,"thầy dạy nhanh , nhiều khi theo không kịp .",10
FB_03764,"hiền , nhiệt huyết .",5
FB_03765,"giảng viên hướng dẫn sinh viên nhiệt tình , dễ hiểu .",12
FB_03766,"thầy vui tính , giảng bài dễ hiểu , chỉ dẫn tận tình .",14
FB_03767,cô lên lớp vui vẻ .,6
FB_03768,lâu lâu thầy nói cực nhanh nghe không kịp ý thầy .,12
FB_03769,"kiến thức thầy rộng , tận tình với học sinh như anh em .",14
FB_03770,truyền đạt hay .,4
FB_03771,"giáo viên rất dễ tính , dạy dễ hiểu , có nhiều điểm cộng .",15
FB_03772,mail không trả lời .,5
FB_03773,mức độ quan tâm học sinh rất cao .,9
FB_03774,thường xuyên cho làm bài tập .,7
FB_03775,cung cấp thêm tài liệu và cho nhiều ví dụ thêm .,12
FB_03776,trang thiết bị tốt hơn .,6
FB_03777,"giảng viên vui vẻ , hoà đồng , nhiệt tình trong việc giảng dạy .",15
FB_03778,"mở các câu lạc bộ về lập trình sẽ giúp các sinh viên đầu khoá có cách tiếp cận môn học dễ dàng cũng như cách nghiên cứu về môn học , còn các sinh viên năm 3 năm 4 sẽ có cơ hội hướng dẫn các sinh viên đầu khoá , như vậy các anh chị khoá trên sẽ nắm chặt kiến thức hơn .",66
FB_03779,vui nhộn và hài hước .,6
FB_03780,chưa chủ động trong việc đưa kiến thức .,9
FB_03781,"thầy rất có kinh nghiệm khi giảng dạy , các bài giảng của thầy rất có ích sau khi ra trường của sinh viên bọn em .",27
FB_03782,tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !,19
FB_03783,"cô giảng bài rất dễ hiểu , tạo mọi điều kiện tốt nhất cho sinh viên tiếp cận môn học có hiệu quả .",24
FB_03784,thầy rất nhiệt tình dạy .,6
FB_03785,thầy nói khó nghe nên đôi lúc không nghe được thầy đang nói gì .,15
FB_03786,bài tập quá nhiều colonsmilesmile .,6
FB_03787,"cô dạy vui vẻ , nhiệt tình .",8
FB_03788,hướng dẫn giải bài tập chi tiết .,8
FB_03789,"hầu như không dạy kiến thức oracle cho sinh viên , mà chỉ nói lại kiến thức môn hệ quản trị cơ sở dữ liệu .",26
FB_03790,nên chia ra 2 buổi học 1 là lý thuyết 2 là thực hành .,15
FB_03791,thầy giảng đôi lúc hơi nhỏ .,7
FB_03792,"góp ý , nhắc nhở nhiệt tình , lưu ý sai sót cho sinh viên .",16
FB_03793,"nhiệt tình , giải đáp tốt thắc mắc của sinh viên .",12
FB_03794,giọng thầy em nghe không rõ .,7
FB_03795,tốn nhiều thời gian trong buổi học cho các việc không cần thiết .,14
FB_03796,"thầy dạy rất hăng say , nhiệt tình .",9
FB_03797,thầy dạy hay và vui vẻ .,7
FB_03798,sinh viên không nắm được nội dung môn học là gì .,12
FB_03799,"giáo viên nhiệt tình , tận tâm , lên lớp đúng giờ .",13
FB_03800,thời gian môn học nên kéo dài hơn .,9
FB_03801,"thầy luôn quan tâm đến sinh viên , luôn nhắc nhở giám sát quá trình .",16
FB_03802,"truyền đạt tốt , dễ hiểu ngay trên lớp .",10
FB_03803,"cô dạy rất nhiệt huyết , dạy để hiểu , hiểu bản chất , chứ không phải dạy kiến thức suông như một số giáo viên khác .",28
FB_03804,"hình thức báo cáo đồ án quá đơn giản , không có chiều sâu dẫn đến không nói lên được chất lượng đồ án , không kiểm soát được trường hợp gánh team , trường hợp không hiểu rõ code vẫn được max điểm .",45
FB_03805,"thầy dạy nhiệt tình , dễ hiểu nhưng nên có thêm bài tập về nhà có tính điểm giúp sinh viên tiếp thu bài tốt hơn .",27
FB_03806,cách chỉ dẫn .,4
FB_03807,"giọng cô người miền ngoài nên dạy khá khó hiểu , cô dạy hơi nhanh .",16
FB_03808,"rất ok , rất thích cách dạy của thầy .",10
FB_03809,"thầy nhiệt tình , vui vẻ , có phương pháp dạy tốt và chương trình cụ thể dễ học .",20
FB_03810,"giảng dạy mông lung , không rõ ràng .",9
FB_03811,"đưa ra các ví dụ rất hay rất thực tế , bài tập khó nhưng hay kiến sinh viên chủ động học tập .",24
FB_03812,giảng rất dễ hiểu .,5
FB_03813,"thầy nhiệt tình , vui tính , công bằng .",10
FB_03814,"giảng viên vui tính , tận tâm , nhiệt tình .",11
FB_03815,"thầy vẫn đọc slide và nói quá nhanh , những gì thầy nói đã có sẵn trên slide sinh viên đọc có thể rút ra được .",27
FB_03816,"tôi chưa từng thấy giáo viên nào mà nghỉ nhiều , lại hay đi trễ về sớm như vậy .",20
FB_03817,"thầy ít lên lớp , học một học kỳ mà chỉ học được 2 buổi .",16
FB_03818,"giảng viên cho nghỉ quá nhiều , đến cuối kỳ học bù quá nhiều .",15
FB_03819,nhiệt huyết truyền đạt kiến thức .,7
FB_03820,nên có bài viết hoặc bài tiểu luận mỗi 2 tuần trên courses để sinh viên thực tập .,19
FB_03821,"giảng viên có chuyên môn tốt , giải đáp trả lời thắc mắc đầy đủ từ sinh viên .",19
FB_03822,"cô dạy nhiệt tình , phân nhóm thuyết trình tạo không khí học tập sôi nổi .",17
FB_03823,thân thiện với học sinh .,6
FB_03824,"phần cho điểm , nội dung ôn thi .",9
FB_03825,"thầy dạy rất dễ hiểu , cho nhiều bài tập .",11
FB_03826,"em biết điều này rất tế nhị và khó cải thiện , đó là việc nghe giảng của em bị hạn chế vì em không nghe được chất giọng fraction tiếng của giảng viên nên hay bị mất kết nối kiến thức giữa chừng trong khi nghe giảng .",49
FB_03827,đến lớp đúng giờ .,5
FB_03828,"em cũng như các bạn học chung trong lớp đều thấy phần thực hành cho mỗi buổi như thế là quá nhiều , nhất là các bài thực hành từ 13 trở đi .",34
FB_03829,"thầy cho bài kiểm tra tính cách , sau đó lập nhóm trong nhóm có đầy đủ nhóm tính cách , thầy còn khuyên , nhóm đừng nên quen biết nhau thầy đã sai lầm lúc đầu em và mọi người ắt hẳn phấn khích lắm nhưng sau này thầy để mỗi nhóm tìm ra con đường chính của cả nhóm !",62
FB_03830,"giảng chậm , chi tiết , dễ hiểu .",9
FB_03831,nên bổ sung thêm giáo trình cho sinh viên .,10
FB_03832,giảng giải tốt vấn đề được đề cập đến .,10
FB_03833,cô cho bài tập trắc nghiệm về nhà trên moodle .,11
FB_03834,cần trao đổi nhiều hơn với sinh viên qua các kênh của trường như web môn học chẳng hạn .,20
FB_03835,"giáo trình thực hành đi quá nhanh so với lý thuyết , đi trước lý thuyết 1 tháng tới 1dot5 tháng .",22
FB_03836,giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn .,15
FB_03837,chỉ là đôi khi thầy hơi nóng tính lúc làm việc .,12
FB_03838,môn học hay .,4
FB_03839,cô nói nhỏ và rất đều rất dễ buồn ngủ .,11
FB_03840,lượng thời gian để hoàn thành các đồ án cho nhiều môn như vậy đã là không đủ trong một học kỳ .,23
FB_03841,deadline cho thời gian không đủ dài để sinh viên hoàn thành bài tập .,15
FB_03842,"bài tập cần thực tiễn hơn giống như bài toán "" chi tiết máy "" , bài toán "" tính tiền lương "" thay vì những khái niệm toán học .",31
FB_03843,kiến thức thực tế .,5
FB_03844,"phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề .",22
FB_03845,"tài liệu đầy đủ , phương pháp dạy dễ tiếp thu và giảng viên nhiệt tình .",17
FB_03846,cô dạy dễ tiếp thu .,6
FB_03847,cô dễ thương dạy dễ hiểu và tạo cảm hứng học tập .,13
FB_03848,"giảng viên không gây hứng thú cho sinh viên , làm sinh viên chán nản .",16
FB_03849,thầy rất nhiệt tình và vui vẻ .,8
FB_03850,giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học .,25
FB_03851,cô rất vui .,4
FB_03852,"giảng viên tận tâm , giúp đỡ sinh viên trong quá trình học .",14
FB_03853,giảng viên giảng dạy khó hiểu .,7
FB_03854,"thầy dạy rất hay , rất mong thầy tiếp tục công tác tại trường .",15
FB_03855,"cô quá là dễ thương , nhiệt tình .",9
FB_03856,kính mong các giảng viên mạch số upload tài liệu trước giờ học ít nhất 1 ngày để các bạn sinh viên có thể nghiên cứu trước ở nhà .,30
FB_03857,em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều .,15
FB_03858,cô rất nhiệt tình trong việc giảng dạy và giao tiếp với sinh viên .,15
FB_03859,dạy tốt có tâm .,5
FB_03860,"thầy dễ tính , có đi học đều sẻ qua môn , hoạt động làm bài thu hoạch tạo điều kiện cho sinh viên lấy điểm .",27
FB_03861,"slide bài giảng , tài liệu cần có nhiều ví dụ , tài liệu khó hiểu .",17
FB_03862,"thầy vui vẻ , sâu sắc .",7
FB_03863,nên tập trung vào luyện speaking và luyện cú pháp .,11
FB_03864,"chấm đồ án doubledot chấm không công bằng , không thể lấy lý do không thích tính cách của sinh viên mà không cho sinh viên đậu , mặc dù đồ án hoàn thành tốt .",36
FB_03865,"thầy tận tâm , giảng rất dễ hiểu .",9
FB_03866,"tích cực giúp đỡ sinh viên khi gặp khúc mắc , phương pháp dạy vui , thoải mái xen kẽ chuyên sâu .",23
FB_03867,nên đầu tư thiết bị để có thực hành .,10
FB_03868,"sự nhiệt tình , cô wzjwz312 dạy rất dễ hiểu và vui vẻ .",14
FB_03869,hy vọng thầy có thể sử dụng thời gian trên lớp hiệu quả hơn .,15
FB_03870,điều này khiến giảng viên khó xử .,8
FB_03871,"thầy đi dạy không đều lắm , có khi nghỉ mà không thông báo cho sinh viên biết .",19
FB_03872,"thầy dạy hơi nhanh , nhưng kỹ và sâu .",10
FB_03873,"khó hiểu và truyền đạt hơi nhanh , khó tiếp thu .",12
FB_03874,đôi khi thầy hơi khó tính .,7
FB_03875,thẳng thắn và kiên quyết .,6
FB_03876,dạy nhiều kiến thức ngoài xã hội .,8
FB_03877,phòng thực hành có nhiều máy không sử dụng được .,11
FB_03878,thầy cho thời hạn deadline không hợp lý .,9
FB_03879,mong rằng thầy cô thực hành sẽ luôn cập nhật tin tức trên trang web môn học để có thể đáp ứng được chỉ tiêu mà phòng đào tạo đề ra như ban đầu đối với môn học đó là mọi thắc mắc sẽ được giáo viên trả lời trong vòng 24 tiếng .,54
FB_03880,thầy nói nghe không rõ lắm .,7
FB_03881,đi dạy mà chỉ đọc slide .,7
FB_03882,"quá khuôn khổ , ít có sự sáng tạo và ít có những bài tập làm thêm củng cổ ngoài sách học .",23
FB_03883,nên nâng cao chất lượng sơ sở .,8
FB_03884,chưa nói rõ để sinh viên có thể hiểu rõ .,11
FB_03885,chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .,14
FB_03886,giảng viên chưa nhiệt tình giảng dạy cho lắm .,10
FB_03887,thầy dạy nói hơi nhanh .,6
FB_03888,nên đặt deadline là 11doubledot55 pm thay vì 12doubledot00 am nhiều khi nhìn lịch ở ngoài bị nhầm làm miss deadline nhiều lần .,24
FB_03889,"cô lên lớp rất đúng giờ , dạy rất tâm huyết , rất hay cho quà vặt cho sinh viên .",21
FB_03890,nên thông nhất nội dung từ đầu năm học .,10
FB_03891,tận tình với sinh viên .,6
FB_03892,"thầy tận tâm , nhiệt tình giúp đỡ , giải đáp thắc mắc cho sinh viên .",17
FB_03893,thầy giảng tận tâm .,5
FB_03894,"bài giảng dựa theo chuẩn ngôn ngữ assembly trên linux nên tìm kiếm thông tin , tài liệu khá khó khăn .",22
FB_03895,giảng viên ra đồ án cho sinh viên về làm để mở rộng kiến thức .,16
FB_03896,"thích cách dạy của thầy , chỉ ra hướng đi cho sinh viên chứ không quá máy móc vào slide , giáo án .",24
FB_03897,cô giảng dễ hiểu và nhiệt tình .,8
FB_03898,giảng viên ít cho ví dụ và giải bài tập trên lớp .,13
FB_03899,thầy sử dụng một số thời gian đứng lớp để làm một số việc không quá quan trọng .,19
FB_03900,bài giảng không hay .,5
FB_03901,giảng đáp nhanh chóng những thắc mắc .,8
FB_03902,giảng viên truyền đạt đủ kiến thức .,8
FB_03903,cập nhật điểm chậm .,5
FB_03904,"thầy rất nhiệt tình và tận tâm , có kiến thức rộng .",13
FB_03905,nên giảng nhiều hơn những phần quan trọng .,9
FB_03906,thầy dạy hay và rất nhiệt tình .,8
FB_03907,"thầy dễ thương , tận tụy với môn học .",10
FB_03908,"dạy hay , dễ hiểu , nghiêm khắc , luôn tận tình với sinh viên .",16
FB_03909,"thầy tận tâm , luôn tạo động lực để học sinh làm bài , nhiệt tình giảng dạy .",19
FB_03910,ra nhiều bài tập hơn .,6
FB_03911,các thầy có học vị cao ắt sẽ có nhiều kinh nghiệm quý báu hơn .,16
FB_03912,giảng viên rất tận tâm và dạy học theo phương pháp học cấp 3 rất gần gũi với sinh viên .,21
FB_03913,"giảng viên hướng dẫn làm bài tập , dạy dễ hiểu .",12
FB_03914,"nên thay đổi hình thức thi cuối kỳ , nên làm bài thi trên máy hoặc làm đồ án môn học .",22
FB_03915,"cần có thêm các hoạt động nghe nhìn như video clip , hình ảnh , các hoạt động ngoại khóa , có các buổi tham gia nói chuyện với người nước ngoài .",33
FB_03916,"giảng viên thân thiện , vui vẻ , giảng dạy khá kỹ , chuyên sâu các kiến thức .",19
FB_03917,thầy dạy dễ hiểu .,5
FB_03918,"nội dung đồ án doubledot không nên quá rộng , nên cô đọng những điểm quan trọng , và nên cho làm từ bước phân tích yêu cầu đến khi hoàn thành đồ án .",35
FB_03919,giảng viên dạy tương đối nhanh .,7
FB_03920,giảng lý thuyết trước khi cho sinh viên làm bài thực hành trên lớp .,15
FB_03921,cần thay đổi giờ thực hành hình thức 2 sang thực hành hình thức 1 để sinh viên có thể áp dụng tốt hơn các kiến thức đã học .,30
FB_03922,sinh viên quá đông gây nóng nực .,8
FB_03923,dạy cụ thể từng bài tập .,7
FB_03924,thầy chủ yếu để sinh viên tự thực hành .,10
FB_03925,giảng viên giảng dạy lý thuyết vững .,8
FB_03926,quan tâm đến từng sinh viên trong lớp .,9
FB_03927,bảo học sinh không chịu học là không đúng .,10
FB_03928,cô dạy rất hiệu quả .,6
FB_03929,thầy hiểu tâm lý sinh viên .,7
FB_03930,thân thiện vui vẻ với học sinh .,8
FB_03931,tôi rất thích phương pháp giảng dạy của thầy .,10
FB_03932,khả năng truyền đạt chưa tốt .,7
FB_03933,nâng cấp thiết bị dạy học cho môn anh văn .,11
FB_03934,"cô rất thân thiện , dạy tận tâm .",9
FB_03935,ở trong lớp thầy nói nhỏ mà nhanh quá !,10
FB_03936,"dọng thầy hơi khó nghe , nói còn hơi to .",11
FB_03937,"bài tập nhiều , rất sát .",7
FB_03938,thầy dạy các phần trọng tâm và cho ví dụ rất chi tiết .,14
FB_03939,"có chương trình thực hành cụ thể , rõ ràng .",11
FB_03940,chưa quan tâm tới những sinh viên còn yếu .,10
FB_03941,"dạy dễ hiểu , tận tình .",7
FB_03942,giảng dạy kỹ .,4
FB_03943,nội dung cần cập nhật và sát với thực tiễn hơn .,12
FB_03944,"nên chú trọng nhiều hơn vào kỹ năng giao tiếp , nghe , nói của sinh viên thay vì phần ngữ pháp .",23
FB_03945,giáo trình tốt .,4
FB_03946,một trong những giảng viên yêu thích .,8
FB_03947,"cô thân thiện , nhiệt tình .",7
FB_03948,thật chất em không học thầy này .,8
FB_03949,cần thiết thực cụ thể hơn nữa .,8
FB_03950,"giảng viên có vài lần không nghe trình bày kết quả thực hành của sinh viên , khi sinh viên nhóm này trình bày thì giảng viên lại đi qua nhóm khác mặc cho sinh viên đó đang nói .",40
FB_03951,không nhiệt tình với sinh viên .,7
FB_03952,"giảng viên vui vẻ , vô cùng nhiệt tình .",10
FB_03953,"thầy đã nhận xét doubledot "" các bạn chỉ nói theo cách hiểu của các bạn , nội dung thuyết trình đã chán , mà các bạn không có sản phẩm để demo giới thiệu "" .",37
FB_03954,lên được 1 buổi .,5
FB_03955,"thầy giảng dạy nhiệt tình , biết cách truyền cảm hứng nghiên cứu khoa học cho sinh viên .",19
FB_03956,phương pháp giảng dạy và sự nhiệt tình .,9
FB_03957,chỉ có vấn đề là em chưa cố gắng .,10
FB_03958,"giảng viên chưa có nhiều kinh nghiệm , sinh viên tự làm thực hành , ít được hướng dẫn .",20
FB_03959,"môn học nên cập nhật giáo trình mới liên tục , tài liệu học tập cũ , rất nhiều chỗ sai .",22
FB_03960,cô dạy rất hay nhiều phần sinh động .,9
FB_03961,"nhiệt tình , lên lớp rất đúng giờ .",9
FB_03962,không đầu tư nhiều cho bài giảng .,8
FB_03963,"thầy rất vui tính , luôn áp dụng nhưng bài học thực tế vào giảng dạy .",17
FB_03964,rất hay dot tâm huyết dot dạy bài dễ tiếp thu .,12
FB_03965,"chuyên môn cao , đá bóng hay .",8
FB_03966,cô hãy dạy nhiều lớp hơn .,7
FB_03967,"giảng bài , hòa đồng .",6
FB_03968,"cô dạy nhiệt tình , vui vẻ .",8
FB_03969,cần tăng cường thực hành để sinh viên có thể hiểu kỹ bài hơn và có nhiều cơ hội để sáng tạo hay tiếp thu kiến thực hiệu quả hơn qua thực hành .,34
FB_03970,nội dung học không theo kịp thực hành .,9
FB_03971,sinh viên tiếp nhận tốt phần thực hành khác hẳn với lý thuyết .,14
FB_03972,cần sử dụng máy chiếu slide hiệu quả hơn .,10
FB_03973,lên lớp đều đặn .,5
FB_03974,em thấy cô giảng dạy đã đạt yêu cầu .,10
FB_03975,"giáo viên giảng dạy nhiệt tình , giảng dạy hay , dễ hiểu .",14
FB_03976,"cách giảng bài và tạo điều kiện cho sinh viên phản biện rất hay , hy vọng thầy tiếp tục phát huy .",23
FB_03977,"bài tập khi học thực hành cơ bản , dễ hiểu .",12
FB_03978,em rất cảm ơn cô ạ !,7
FB_03979,giảng viên giảng dạy tuân thủ theo đề cương môn học .,12
FB_03980,nên đưa ra các ứng dụng thực tiễn của môn học .,12
FB_03981,"giữa các thầy cô nên thống nhất , tránh để sinh viên lao đao .",15
FB_03982,"thầy dạy tốt , hiền , dễ gần .",9
FB_03983,"nên trình bày bài tập bằng lời nói trước lớp nhiều hơn , dễ hiểu hơn .",17
FB_03984,"một số bài tập không rõ , không đi sâu .",11
FB_03985,cô rất tận tình .,5
FB_03986,khó nghe .,3
FB_03987,"thầy dạy rất tận tình , tâm huyết .",9
FB_03988,nên nâng cao chất lượng phòng học hơn .,9
FB_03989,hiền .,2
FB_03990,đề nghị cho nhiều bài kiểm tra hơn .,9
FB_03991,"thầy không hề giảng dạy bất cứ kiến thức gì , chủ yếu đưa lên module và bắt sinh viên tự tiềm hiểu .",24
FB_03992,khung chương trình quá áp đặt lý thuyết .,9
FB_03993,cô dạy khá tốt .,5
FB_03994,"thầy cho làm rất thực tế , rất hữu ích đối với sinh viên , giúp sinh viên tự tìm tòi rất nhiều , nhiều hơn so với việc dạy lý thuyết nhàm chán .",35
FB_03995,"báo cáo đồ án , giảng viên không có sự thống nhất với các giảng viên khác trong bộ môn , giảng viên têu cầu làm quá nhiều thứ không cần thiết trong khi các giảng viên khác trong cung bộ môn lại không yêu cầu .",47
FB_03996,giáo viên nhiệt tình tận tụy với sinh viên .,10
FB_03997,có nhiều hoạt động học tập sinh động giúp sinh viên thoải mái khi học .,16
FB_03998,"do cô hay bận một số công việc , nên sinh viên hay được nghỉ .",16
FB_03999,cách đánh giá và đồ án của thầy rất tốt cho sinh viên .,14
FB_04000,"thầy dạy tận tâm , nhiệt tình , nói tiếng anh hay , dễ hiểu , thỉnh thoảng thầy còn giảng song ngữ cho tụi em nắm rõ hơn , bài tập thực tế , dễ hiểu .",38
FB_04001,"thầy dạy hay , cung cấp cái nhìn thực tiễn và cấp tiến .",14
FB_04002,"cho nghỉ học quá nhiều , bù học vào các ngày cuối tuần và kéo dài .",17
FB_04003,"thầy cô rất tận tình , cởi mở .",9
FB_04004,em cảm thấy khá bức xúc nhưng nếu truy ra lỗi của ai thì em tự nhận một phần về mình .,22
FB_04005,phương pháp giảng dạy chưa tạo được nhiều sự thu hút từ sinh viên .,15
FB_04006,thầy dạy rất kỹ các vấn đề cần thiết cho sau này .,13
FB_04007,"giáo viên nhiệt tình , giảng kỹ phần quan trọng .",11
FB_04008,đề nghị nhập chung cả 2 lớp lại học thực hành vì số lượng sinh viên quá ít .,19
FB_04009,quá nhanh .,3
FB_04010,dạy rất hay .,4
FB_04011,thực trạng chung là giảng viên dạy thực hành ở trường chưa thật sự tận tâm giúp sinh viên nâng cao kỹ năng thực hành của môn học đó .,30
FB_04012,"em có ý kiến như sau doubledot môn này em nghĩ là cần có nhiều tài liệu , đặc biệt tiếng việt thì càng tốt vì không phải ai cũng giỏi tiếng anh .",34
FB_04013,nên tăng thời gian học .,6
FB_04014,"rất nhiệt tình , nhưng cách truyền đạt còn hạn chế , nên sự tiếp thu từ thầy là rất ít .",22
FB_04015,"hiện tại thì thầy đánh giá chủ yếu vào nội dung nội dung của các đồ án ngay từ đầu đã khá nhảm , đề bài của thầy đại loại là "" sinh viên hãy đề ra một dự án lớn , có khả năng thực hiện được trong tương lai "" , không liên quan gì đến tên môn học !",62
FB_04016,"thay đổi cách truyền đạt môn , thay vì giảng viên có giờ lên lớp giảng bài nhàm chán , sinh viên tiếp thu thụ động , ý kiến doubledot giảng viên chia nhỏ nhóm học tập , mỗi buổi sẽ đưa chủ đề của bài hôm đó và giải thích cách làm việc , cho thời gian sinh viên làm việc nhóm với sự giám xác của giảng viên , sau đó bốc thăm cho từng nhóm lên trình bày , sau đó giảng viên nhận xét cho điểm .",91
FB_04017,thầy wzjwz202 và thầy wzjwz203 dạy rất tuyệt vời .,10
FB_04018,"thời gian hoàn thành đồ án quá gấp rút , khi chưa học được gì cũng phải hoàn thành tất cả các nội dung trong đồ án để nộp đúng hạn , mà nội dung toàn những phần chưa học , chưa hiểu .",44
FB_04019,"slide bài giảng là slide cũ từ năm 2009 và không được sửa nhiều lỗi từ chính tả , ngữ pháp đến sai sót trong thông tin bài giảng .",30
FB_04020,thầy dạy rất hay và dễ hiểu .,8
FB_04021,ít bài tập vận dụng .,6
FB_04022,"những bài tập quá trình không rải đều các buổi học mà chỉ tập trung vào 2 - 3 buổi làm một số sinh viên trong đó có bản thân em bị mất từ 2 - 3 cột điểm , làm giảm tổng điểm xuống mức thấp .",48
FB_04023,"cô dạy dễ hiểu , vui tính .",8
FB_04024,thầy cũng không hề có ý muốn khích lệ sinh viên khi sinh viên làm bài không tốt mà lại tỏ ra không hài lòng và chê bai .,29
FB_04025,thầy ít dạy cài đặt nên khó trong việc áp dụng cài đặt .,14
FB_04026,"giảng viên giảng rất dễ hiểu , tận tình .",10
FB_04027,"thầy dạy tốt , lập nhóm thuyết trình tạo không khí học tập tốt .",15
FB_04028,riêng trang thiết bị quá kém .,7
FB_04029,nhiệt tình giảng dạy và vui vẻ hòa đồng .,10
FB_04030,có nhiều thời gian bị chết trong lúc học .,10
FB_04031,"ban đầu thì em có vẻ không hài lòng lắm về giáo viên khi học môn này , nhưng sau một khoảng thời gian thì thấy cũng ổn .",29
FB_04032,"mặc dù là một môn lý thuyết nhưng thầy giảng bài rất sáng tạo và đổi mới , làm cho sinh viên có hứng thú với môn học .",29
FB_04033,"nên thay đổi việc làm đồ án cuối kỳ doubledot không nên cho sinh viên làm đồ án tự do nữa quản lý , game , nghe nhạc vdotv mà giảng viên nên ra một đồ án có chủ đề thống nhất .",43
FB_04034,"cô giáo nhiệt tình , tận tâm , giảng hay và dễ hiểu , tuyệt vời .",17
FB_04035,giáo viên còn nhiệt tình trả lời các câu hỏi thắc mắc của sinh viên đưa ra .,18
FB_04036,giảm bớt số lượng nội dung của môn học .,10
FB_04037,hơi khó khăn với sinh viên về vấn đề bài tập cũng như thi cử .,16
FB_04038,"giảng viên nghỉ phải thông báo cho sinh viên trước , vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên , bắt sinh viên phải chờ rồi ra về thường xuyên .",38
FB_04039,"giảng viên nhiệt tình , hoạt động sôi nổi .",10
FB_04040,môn học lý thuyết rất nhiều .,7
FB_04041,liên hệ thực tế nhiều hơn .,7
FB_04042,slide sử dụng rất chi tiết .,7
FB_04043,"thầy dạy dễ hiểu , tận tâm nhiệt tình với sinh viên .",13
